type,title,country,month_added,release_year,rating,listed_in,duration_in_mins,,,,show_id,director,cast,description
Movie,Candleshoe,"United Kingdom, United States",November,1978,G,"Comedy, Coming of Age, Crime",101,,,,s775,Norman Tokar,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan",A tomboy cons a nobleman to find a treasure trove of Spanish doubloons.
Movie,Canine Caddy,United States,November,1941,TV-G,"Animation, Comedy, Family",8,,,,s776,Clyde Geronimi,Others,Pluto caddies for Mickey on the golf course. See details for advisory.
Movie,Cars,United States,November,2006,G,"Animation, Comedy, Family",117,,,,s777,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy , Cheech Marin, Tony Shalhoub",Race car Lightning McQueen gets stranded in a small town on Route 66.
Movie,Cars 2,United States,November,2011,G,"Animation, Comedy, Family",107,,,,s778,John Lasseter,"Owen Wilson, Larry the Cable Guy , Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard",Lightning McQueen and Mater go overseas to compete in the World Grand Prix.
Movie,Cars 3,United States,November,2017,G,"Animation, Comedy, Family",103,,,,s779,Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy , Armie Hammer",Lightning McQueen must face a new generation of racers.
Movie,Cars Toon: Air Mater,United States,November,2011,TV-G,"Animation, Comedy, Family",5,,,,s780,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Stacey Keach, Jonathan Adams, Jan Rabson, Lori Alan",Mater’s decision to fly lands him at a big airshow.
Movie,Cars Toon: Heavy Metal Mater,United States,November,2010,TV-G,"Animation, Comedy, Family",5,,,,s781,John Lasseter,"Larry the Cable Guy , Keith Ferguson",Mater is a rock star in a heavy metal band.
Movie,Cars Toon: Hiccups,United States,November,2013,TV-G,"Animation, Comedy, Family",3,,,,s782,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",Lighting McQueen gets the hiccups.
Movie,Cars Toon: Mater Private Eye,United States,November,2010,TV-Y7,"Animation, Comedy, Family",6,,,,s783,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson",Mater searches for clues on a major crime scene.
Movie,Cars Toon: Mater the Greater,United States,November,2008,TV-Y7,"Animation, Comedy, Family",5,,,,s784,John Lasseter,"Larry the Cable Guy , Keith Ferguson",Mater the Greater is a famous daredevil.
Movie,Cars Toon: Monster Truck Mater,United States,November,2010,TV-Y7,"Animation, Comedy, Family",6,,,,s785,John Lasseter,"Larry the Cable Guy , Keith Ferguson",Mater is a monster truck wrestler.
Movie,Cars Toon: The Radiator Springs 500 1/2,United States,November,2014,TV-Y7,"Animation, Comedy, Family",6,,,,s786,"Rob Gibbs, Scott Morse","Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann",Baja racers descend on Radiator Springs.
Movie,Casebusters,United States,November,1986,TV-PG,"Drama, Family, Mystery",46,,,,s787,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",Sibling sleuths investigate a crime that threatens their family business.
Movie,Cheetah,United States,November,1989,G,"Action-Adventure, Animals & Nature, Family",84,,,,s788,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",American teens traverse the African desert to rescue their adopted cheetah.
Movie,Chef Donald,United States,November,1941,TV-G,"Animation, Comedy, Family",8,,,,s789,Jack King,Others,Donald is inspired by a radio program to make waffles. See details for advisory.
Movie,Chicken Little,United States,November,2005,G,"Animation, Comedy, Disaster",84,,,,s790,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn","When disaster strikes, Chicken Little hatches a plan to save the day."
TV Show,Chip 'n Dale's Rescue Rangers,"United States, Taiwan, South Korea, China, Japan, United Kingdom",November,1989,TV-G,"Action-Adventure, Animation, Comedy",360,,,,s791,Others,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille",Chip and Dale head a small group of animal characters who monitor the human and animal communities.
Movie,Chip an' Dale,United States,November,1947,TV-G,"Animation, Comedy, Family",7,,,,s792,Jack Hannah,Others,Chip and Dale have to save their home from Donald Duck. See details for advisory.
Movie,Cinderella,United States,November,1950,G,"Animation, Family, Fantasy",77,,,,s793,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",Cinderella's enchanted evening must end when a spell is broken at midnight.
Movie,Cinderella II: Dreams Come True,United States,November,2002,G,"Animation, Fantasy, Kids",77,,,,s794,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee","Three royal tales, featuring Cinderella and her life in the palace."
Movie,Cinderella III: A Twist in Time,United States,November,2007,G,"Animation, Fantasy, Kids",79,,,,s795,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",Cinderella's stepmother steals a magic wand and turns back time.
Movie,Clock Cleaners,United States,November,1937,TV-G,"Animation, Comedy, Family",9,,,,s796,Ben Sharpsteen,Others,"Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory."
Movie,Cloud 9,United States,November,2014,TV-G,Sports,89,,,,s797,Paul Hoen,"Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian",Two unlikely friends must overcome self-doubt to achieve their dreams.
Movie,College Road Trip,United States,November,2008,G,"Comedy, Coming of Age, Family",84,,,,s798,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",An overprotective dad joins his daughter in search of the perfect college.
Movie,Confessions of a Teenage Drama Queen,"Germany, United States",November,2004,PG,"Comedy, Coming of Age",91,,,,s799,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox",A dramatic teen moves…and finds her new school already has a drama queen.
TV Show,Coop & Cami Ask The World (Shorts),Others,November,2018,TV-G,"Comedy, Family, Game Show / Competition",360,,,,s800,Others,Others,"Cooper and Cami Wrather co-host ""Would You Wrather."""
Movie,Corn Chips,United States,November,1951,TV-G,"Animation, Comedy, Family",7,,,,s801,Jack Hannah,Others,"Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory."
Movie,Cow Belles,United States,November,2006,TV-G,"Comedy, Coming of Age",91,,,,s802,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",Two ultra-spoiled sisters are put to work in their father's dairy.
TV Show,Crash & Bernstein,United States,November,2012,TV-Y7,"Comedy, Fantasy, Kids",720,,,,s803,Others,"Cole Jensen, Tim Lagasse, Landry Bender, Oana Gregory, Aaron Landon","The only boy in a family, Wyatt creates a puppet brother."
Movie,Dadnapped,United States,November,2009,TV-G,"Comedy, Mystery",85,,,,s804,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",Melissa Morris is due for adventure when her novelist father goes missing.
Movie,Darby O'Gill and the Little People,United States,November,1959,G,"Family, Fantasy, Romance",91,,,,s805,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea, Kieron Moore, Estelle Winwood","Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory."
TV Show,Darkwing Duck,United States,November,1991,TV-Y7,"Action-Adventure, Animation, Kids",720,,,,s806,Others,"Jim Cummings, Christine Cavanaugh, Terry McGovern, Frank Welker","Darkwing Duck tells the adventures of the superhero, aided by his sidekick Launchpad McQuack."
Movie,Davy Crockett and the River Pirates,United States,November,1956,G,"Action-Adventure, Family, Historical",81,,,,s807,Norman Foster,"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy",Davy Crockett encounters pirates en route to New Orleans. See details for advisory.
Movie,"Davy Crockett, King of the Wild Frontier",United States,November,1955,PG,"Action-Adventure, Family, Historical",93,,,,s808,Norman Foster,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey","Share Davy Crockett's legend, from the frontier to Congress to the Alamo. See details for advisory."
Movie,Day & Night,United States,November,2010,G,"Animation, Comedy, Family",8,,,,s809,Teddy Newton,Others,"When Day and Night meet each other, sparks fly!"
Movie,Decorating Disney: Holiday Magic,United States,November,2017,TV-PG,"Documentary, Family, Reality",42,,,,s810,Others,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",Disney Parks become the Merriest Places on Earth.
Movie,Deep Blue,"United Kingdom, Germany",November,2005,G,"Animals & Nature, Documentary, Family",91,,,,s811,"Alastair Fothergill, Andy Byatt",Pierce Brosnan,Join an epic underwater exploration into the secret lives of sea creatures.
Movie,Descendants 2,United States,November,2017,TV-G,"Coming of Age, Fantasy, Musical",114,,,,s812,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Brenna D'Amico","Mal returns to the Isle of the Lost and confronts Uma, Ursula's daughter."
Movie,Diary Of A Wimpy Kid,"United States, United Kingdom",November,2010,PG,"Comedy, Family",93,,,,s813,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding","Greg faces the scariest, most humiliating experience of any kid’s life: middle school."
Movie,Dinosaur,United States,November,2000,PG,"Action-Adventure, Animation, Family",84,,,,s814,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",An orphaned dinosaur joins others after a meteor destroys his home.
Movie,Disney Adventures in Babysitting,United States,November,2016,TV-G,"Action-Adventure, Comedy, Coming of Age",95,,,,s815,John Schultz,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",Rival babysitters join forces to search the city for a kid who’s snuck out.
Movie,Disney Avalon High,United States,November,2010,TV-G,"Coming of Age, Fantasy",91,,,,s816,Stuart Gillard,"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake",Allie is convinced that her new high school is a contemporary Camelot.
Movie,Disney Bad Hair Day,Canada,November,2015,TV-G,"Buddy, Comedy, Coming of Age",93,,,,s817,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",Monica's prom day starts with bad hair…but ends with a great adventure.
TV Show,Disney Bizaardvark,United States,November,2015,TV-PG,"Buddy, Comedy, Family",1080,,,,s818,Others,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",Paige and Frankie produce an online comedy channel.
Movie,Disney Den Brother,United States,November,2010,TV-G,"Comedy, Coming of Age",90,,,,s819,Mark Taylor,"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney",A hockey star hangs up his skates and becomes a substitute scoutmaster.
Movie,Disney Descendants,United States,November,2015,TV-G,"Coming of Age, Fantasy, Musical",114,,,,s820,Kenny Ortega,"Dove Cameron, Cameron Boyce, Booboo Stewart, Sofia Carson, Mitchell Hope, Melanie Paxson",The kids of Disney villains are given a shot at redemption at Auradon Prep.
TV Show,Disney Descendants Wicked World (Shorts),United States,November,2015,TV-G,"Animation, Coming of Age, Fantasy",720,,,,s821,Others,Others,Descendants continues with new animated shorts!
TV Show,Disney DuckTales (Shorts),Others,November,2016,TV-Y7,"Action-Adventure, Animation, Comedy",360,,,,s822,Others,Others,The McDuck family welcomes you to Duckburg!
TV Show,Disney Evermoor,Others,November,2017,TV-PG,Series,360,,,,s823,Others,"Naomi Sequeira, Jordan Loughran, Belinda Stewart-Wilson, Dan Fredenburgh, George Sear, Georgie Farmer",Tara Crossley moves to Evermoor and realizes the English countryside is not as sleepy as it seems.
TV Show,Disney Family Sundays,United States,November,2019,TV-G,"Anthology, Family, Lifestyle",360,,,,s824,Others,Others,Amber Kemp-Gerstel shares her love of crafting in a series of Disney-themed DIY projects.
TV Show,Disney Fast Layne,United States,November,2018,TV-G,"Action-Adventure, Animation, Comedy",360,,,,s825,Others,"Sophie Pollono, Sofia Rosinsky, Brandon Rossel, Winslow Fegley",Twelve-year-old Layne Reed discovers a talking car.
Movie,Disney Girl vs. Monster,"United States, Canada",November,2012,TV-PG,"Action-Adventure, Comedy, Fantasy",90,,,,s826,Stuart Gillard,"Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara, Adam Chambers, Tracy Dawson",The daughter of two monster-hunters must take on a monster of her own.
TV Show,Disney Gravity Falls,United States,November,2011,TV-Y7,"Action-Adventure, Animation, Comedy",720,,,,s827,Others,"Kristen Schaal, Jason Morgan, Alex Hirsch",Dipper and Mabel spend the summer with Grunkle Stan.
TV Show,Disney Gravity Falls (Shorts),Others,November,2012,TV-G,"Animation, Anthology, Comedy",360,,,,s828,Others,Others,Twins Dipper and Mabel enter the mysterious town of Gravity Falls for the summer.
TV Show,Disney Jake and the Never Land Pirates,United States,November,2010,TV-Y,"Action-Adventure, Animation, Fantasy",1440,,,,s829,Others,"Madison Pettis, Colin Ford, Jonathan Heit, David Arquette, Corey Burton",Jake sails for a treasure hunt against Captain Hook.
TV Show,Disney JONAS,United States,November,2008,TV-G,"Comedy, Family, Kids",720,,,,s830,Others,"Kevin Jonas, Joe Jonas, Nick Jonas, Chelsea Staub, Nicole Anderson, John Ducey","JONAS is the hottest rock band on the planet! Band members Nick, Kevin, and Joe are superstar idols."
TV Show,Disney Junior Music Nursery Rhymes,Others,November,2017,TV-Y,"Animation, Kids, Musical",720,,,,s831,Others,Others,Nursery Rhymes re-imagined with Disney Junior!
TV Show,Disney K.C. Undercover,United States,November,2014,TV-Y7,"Action-Adventure, Comedy, Kids",1080,,,,s832,Others,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",K.C. joins her spy family as its newest secret agent.
TV Show,Disney Lab Rats: Elite Force,United States,November,2015,TV-Y7,"Action-Adventure, Comedy, Coming of Age",360,,,,s833,Others,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",The Lab Rats join forces with the Mighty Med team.
TV Show,Disney Legend of the Three Caballeros,United States,November,2017,TV-G,"Action-Adventure, Animation, Comedy",360,,,,s834,Others,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson","Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters."
TV Show,Disney Mickey Mouse Clubhouse,United States,November,2005,TV-Y,"Animation, Kids",1800,,,,s835,Others,"Wayne Allwine, Jim Cummings, Russi Taylor, Tony Anselmo, Bill Farmer, Tress MacNeille",Mickey leads kids on an interactive adventure of learning.
TV Show,Disney Milo Murphy's Law,United States,November,2016,TV-Y7,"Action-Adventure, Animation, Comedy",720,,,,s836,Others,"Al Yankovic, Sabrina Carpenter, Mekai Curtis","Around Milo, anything that can go wrong, will."
TV Show,Disney Minnie's Bow-Toons (Shorts),United States,November,2011,TV-Y,"Animation, Kids",1080,,,,s837,Others,Others,Minnie Mouse teams up with Daisy to open up Minnie’s Bow-tique.
TV Show,Disney Stuck In The Middle,United States,November,2015,TV-PG,"Comedy, Coming of Age, Family",1080,,,,s838,Others,"Jenna Ortega, Ronni Hawk, Isaak Presley, Ariana Greenblatt, Kayla Maisonet, Nicolas Bechtel",Harley is stuck in the middle of a family with 7 kids!
